no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"1","EA","ER152015146","Aluminium","S","Avon Metals Limited","4135396","Active","02/10/2015","02/10/2015","Ashville Road GLOUCESTER Gloucestershire GL2 5DA","R4 Recycling/reclamation of metals and metal compounds"
"2","EA","ER152014105","Aluminium","S","JBMI Group Ltd","07176945","Active","01/01/2015","01/01/2015","JBM Group Ltd STAFFORD Staffordshire ST18 0PY","R4 Recycling/reclamation of metals and metal compounds"
"3","EA","ER152015143","Aluminium","S","Norton Aluminium Ltd","4057749","Active","11/09/2015","11/09/2015","Norton Aluminium Ltd CANNOCK Staffordshire WS11 9PS","R4 Recycling/reclamation of metals and metal compounds"
"4","EA","ER15199861","Aluminium","L","Novelis UK Ltd","00279596","Active","01/01/2015","01/01/2015","Latchford Locks Works WARRINGTON Cheshire WA4 1NN","R4 Recycling/reclamation of metals and metal compounds"
"5","EA","ER152009212","Aluminium","S","Tandom Metallurgical Group Ltd","06661279","Active","27/08/2015","27/08/2015","Radnor Park Industrial Estate CONGLETON Cheshire CW12 4XE","R4 Recycling/reclamation of metals and metal compounds"
"6","NRW","WR151998189","Aluminium","L","Swan Alloy UK Ltd","03221771","Active","01/01/2015","01/01/2015","SWAN ALLOY UK LTD. SWANSEA SWANSEA SA5 4SF","R4 Recycling/reclamation of metals and metal compounds"
"7","EA","ER152014111","EfW","L","South East London Combined Heat
and Power Ltd","03294518","Active","20/11/2015","20/11/2015","Veolia SELCHP LONDON London SE14 5RS","R1 Use principally as a fuel or other means to generate energy"
"8","EA","ER152002392","EfW","L","SUEZ Recycling and Recovery
Kirklees Ltd","03497105","Active","28/05/2015","28/05/2015","Diamond Street HUDDERSFIELD West Yorkshire HD1 6NT","R1 Use principally as a fuel or other means to generate energy"
"9","EA","ER152015118","EfW","L","SUEZ Recycling and Recovery
Suffolk Ltd","07346155","Active","05/03/2015","03/11/2015","Suffolk Energy from Waste Plant GREAT BLAKENHAM Suffolk IP6 0JE","R1 Use principally as a fuel or other means to generate energy"
"10","EA","ER15199866","EfW","L","SUEZ Recycling and Recovery Tees
Valley Ltd","02669578","Active","06/03/2015","06/03/2015","Energy from Waste Plant Lines 1 to 5 BILLINGHAM Cleveland TS23 1PY","R1 Use principally as a fuel or other means to generate energy"
"11","EA","ER15199838","EfW","L","Veolia ES Birmingham Ltd","02692681","Active","03/06/2015","03/06/2015","James Road BIRMINGHAM B11 2BA","R1 Use principally as a fuel or other means to generate energy"
"12","EA","ER152014165","EfW","L","Viridor Waste Management Ltd
(Ardley)","0575069","Active","14/01/2015","14/01/2015","Ardley Energy from Waste Facility ARDLEY Oxfordshire OX27 7PH","R1 Use principally as a fuel or other means to generate energy"
"13","NRW","WR152008110","EfW","S","Marlin Industries (Wrexham) Ltd","2831738","Active","01/01/2015","01/01/2015","Davy Way WREXHAM WREXHAM LL12 0PG","R1 Use principally as a fuel or other means to generate energy"
"14","NRW","WR152014707","EfW","L","Viridor Resource Management
Limited","0575069","Active","01/01/2015","01/01/2015","TRIDENT PARK EfW CARDIFF CF24 5EN","R1 Use principally as a fuel or other means to generate energy"
"15","NIEA","NR152007006","EfW","S","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2015","01/01/2015","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R1 Use principally as a fuel or other means to generate energy"
"16","EA","ER152014107","Glass Other","L","Brinklow Quarry","","Active","01/01/2015","01/01/2015","Highwood Farm RUGBY Warwickshire CV23 0NJ","R5 Recycling/reclamation of other inorganic materials"
"17","EA","ER152013135","Glass Other","L","Day Group Ltd","00432417","Active","01/01/2015","01/01/2015","Transport Avenue BRENTFORD Middlesex TW8 9HF","R5 Recycling/reclamation of other inorganic materials"
"18","EA","ER152013149","Glass Other","L","Glass Recycling (UK) Ltd","1169515","Active","01/01/2015","01/01/2015","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"19","EA","ER152013153","Glass Other","L","Green Future Recycling Ltd","4505243","Active","01/01/2015","23/03/2015","Old Brickworks Site BLACKPOOL Lancs FY4 5JX","R5 Recycling/reclamation of other inorganic materials"
"20","EA","ER152014131","Glass Other","L","J. A . Jackson Contractors (Preston)
Ltd","0905981","Active","10/02/2015","10/02/2015","BRADLEYS SANDPIT PRESTON LANCS PR4 0AP","R5 Recycling/reclamation of other inorganic materials"
"21","EA","ER152013202","Glass Other","L","MRF Glass Recycling Ltd","7930689","Active","01/01/2015","01/01/2015","Store 20 SCUNTHORPE NorthLincolnshire DN15 8UA","R5 Recycling/reclamation of other inorganic materials"
"22","EA","ER152014110","Glass Other","L","Recresco Limited (London)","4066165","Active","01/01/2015","01/01/2015","Recresco London SWANSCOMBE Kent DA10 0LL","R5 Recycling/reclamation of other inorganic materials"
"23","EA","ER152013143","Glass Other","S","Recresco Ltd (1)","4066165","Active","01/01/2015","01/01/2015","Recresco Buildings SOUTHAMPTON Hampshire SO15 1HJ","R5 Recycling/reclamation of other inorganic materials"
"24","EA","ER152013144","Glass Other","L","Recresco Ltd (3)","4066165","Active","01/01/2015","01/01/2015","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"25","EA","ER152014151","Glass Other","L","Stacey Processing Ltd","4446433","Active","01/01/2015","01/01/2015","Ryder Point Works MATLOCK Derbyshire DE4 4HE","R5 Recycling/reclamation of other inorganic materials"
"26","EA","ER152013146","Glass Other","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2015","01/01/2015","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"27","EA","ER152014160","Glass Other","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2015","17/11/2016","46c TILBURY Essex RM18 7EH","R5 Recycling/reclamation of other inorganic materials"
"28","EA","ER152013110","Glass Other","S","Viridor Waste (Greater Manchester)
Ltd","02705057","Active","01/01/2015","01/01/2015","LONGLEY LANE MANCHESTER M22 4RQ","R5 Recycling/reclamation of other inorganic materials"
"29","EA","ER152013113","Glass Other","L","Viridor Waste Management Ltd","0575069","Active","01/01/2015","01/01/2015","SALMON PASTURES SHEFFIELD YORKSHIRE S4 7WT","R5 Recycling/reclamation of other inorganic materials"
"30","EA","ER152013119","Glass Other","L","Viridor Waste Management Ltd","0575069","Active","01/01/2015","01/01/2015","FORD MRF ARUNDEL WEST SUSSEX BN18 0FL","R5 Recycling/reclamation of other inorganic materials"
"31","EA","ER152013123","Glass Other","S","Viridor Waste Management Ltd","0575069","Active","01/01/2015","01/01/2015","PILSWORTH SOUTH LANDFILL SITE BURY LANCASHIRE BL9 8QZ","R5 Recycling/reclamation of other inorganic materials"
"32","EA","ER152013129","Glass Other","L","Viridor Waste Management Ltd","00575069","Active","01/01/2015","01/01/2015","Crayford Materials Recycling Facility DARTFORD Kent DA1 4HQ","R5 Recycling/reclamation of other inorganic materials"
"33","EA","ER152013197","Glass Other","L","Wagstaff Total waste management
Ltd.","07861416","Cancelled","01/01/2015","30/07/2015","Unit 2 GREAT HECK South Yorkshire DN14 0BT","R5 Recycling/reclamation of other inorganic materials"
"34","EA","ER152013164","Glass Other","L","Ward Recycling Limited","4373217","Active","05/01/2015","05/01/2015","Ward Recycling Limited MIDDLESBROUGH Cleveland TS6 6TX","R5 Recycling/reclamation of other inorganic materials"
"35","EA","ER152014166","Glass Other","L","Yorwaste Ltd","02666908","Active","01/01/2015","01/01/2015","Seamer Carr Waste Management Facility SCARBOROUGH Scarborough YO12 4QA","R5 Recycling/reclamation of other inorganic materials"
"36","NRW","WR152013151","Glass Other","L","Glass Tech Recycling Ltd","07479819","Active","01/01/2015","01/01/2015","Roberts Road SWANSEA City & County of Swansea SA1 1QR","R5 Recycling/reclamation of other inorganic materials"
"37","NRW","WR152013142","Glass Other","L","Recresco Limited - Cwmbran","4066165","Active","01/01/2015","01/01/2015","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"38","NIEA","NR152013106","Glass Other","L","Enva Northern Ireland Ltd","NI017996","Active","01/01/2015","01/01/2015","52 Creagh Road TOOMEBRIDGE Antrim BT413SE","R5 Recycling/reclamation of other inorganic materials"
"39","NIEA","NR152013105","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2015","01/01/2015","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"40","SEPA","SR152014103","Glass Other","L","Dryden Aqua Ltd","SC072700","Cancelled","01/01/2015","01/02/2016","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"41","SEPA","SR152013106","Glass Other","L","Enva Scotland Limited","SC057052","Cancelled","01/01/2015","01/02/2016","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD Renfrewshire PA3 3BD","R5 Recycling/reclamation of other inorganic materials"
"42","SEPA","SR152013102","Glass Other","S","Shetland Amenity Trust","SC017505","Cancelled","01/01/2015","01/02/2016","Enviroglass CUNNINGSBURGH Shetland ZE2 9HB","R5 Recycling/reclamation of other inorganic materials"
"43","SEPA","SR152013108","Glass Other","L","Viridor Waste Management Limited","0575069","Cancelled","23/01/2015","01/02/2016","5 Dalhousie Business Park BONNYRIGG Midlothian EH19 3HY","R5 Recycling/reclamation of other inorganic materials"
"44","SEPA","SR152015102","Glass Other","L","Viridor Waste Management Limited","0575069","Cancelled","01/01/2015","01/02/2016","Mossband Farm NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"45","EA","ER152013126","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2015","01/01/2015","Doncaster Plant DONCASTER South Yorkshire DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"46","EA","ER152013127","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2015","01/01/2015","BARNSLEY PLANT BARNSLEY South Yorkshire S71 2QG","R5 Recycling/reclamation of other inorganic materials"
"47","EA","ER152013128","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2015","01/01/2015","Knottingley Plant KNOTTINGLEY West Yorkshire WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"48","EA","ER152013109","Glass Re-melt","L","Beatson Clark Limited","00110186","Active","01/01/2015","01/01/2015","The Glassworks ROTHERHAM South Yorkshire S60 1TZ","R5 Recycling/reclamation of other inorganic materials"
"49","EA","ER152013154","Glass Re-melt","L","Encirc Limited","NI 30990","Active","01/01/2015","01/01/2015","Encirc Business Park ELTON Cheshire CH2 4LF","R5 Recycling/reclamation of other inorganic materials"
"50","EA","ER152015121","Glass Re-melt","L","Glass Recycling (UK) Ltd","1169515","Active","01/04/2015","01/04/2015","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"51","EA","ER152013118","Glass Re-melt","L","Knauf Insulation Ltd","1926842","Active","17/03/2015","17/03/2015","Kanuf Insulation ST HELENS Merseyside WA10 3LZ","R5 Recycling/reclamation of other inorganic materials"
"52","EA","ER152013136","Glass Re-melt","L","O-I Glass Ltd","00526983","Active","01/01/2015","01/01/2015","Edinburgh Way HARLOW Essex CM20 2UG","R5 Recycling/reclamation of other inorganic materials"
"53","EA","ER152015103","Glass Re-melt","L","Recresco Limited (London)","4066165","Active","01/01/2015","01/01/2015","Recresco London SWANSCOMBE Kent DA10 0LL","R5 Recycling/reclamation of other inorganic materials"
"54","EA","ER152015106","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2015","01/01/2015","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"55","EA","ER152013163","Glass Re-melt","S","Recycled Glass Company Ltd","4577696","Active","01/01/2015","01/01/2015","Unit 1 HIGHBRIDGE Somerset TA9 4AG","R5 Recycling/reclamation of other inorganic materials"
"56","EA","ER152015126","Glass Re-melt","L","Reuse Glass UK Ltd T/A Berryman","3578299","Active","26/05/2015","26/05/2015","Barnby Dun Rd DONCASTER South Yorkshire DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"57","EA","ER152015112","Glass Re-melt","L","Reuse Glass Uk Ltd T/A Berrymans","3578299","Active","16/01/2015","16/01/2015","Headlands Lane KNOTTINGLEY West Yorks WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"58","EA","ER152013182","Glass Re-melt","L","Saint-Gobain Construction Products
UK Limited","00734396","Active","04/03/2015","04/03/2015","Whitehouse Industrial Estate RUNCORN Cheshire WA7 3DP","R5 Recycling/reclamation of other inorganic materials"
"59","EA","ER152013155","Glass Re-melt","L","Stoelzle Flaconnage Limited","2973822","Active","01/01/2015","01/01/2015","Stoelzle Flaconnage Limited KNOTTINGLEY West Yorkshire WF11 8AP","R5 Recycling/reclamation of other inorganic materials"
"60","EA","ER152015124","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","05/05/2015","05/05/2015","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"61","EA","ER152013121","Glass Re-melt","L","Verallia UK Ltd","3846688","Active","01/01/2015","01/01/2015","Fernley Green Road KNOTTINGLEY West Yorkshire WF11 8DJ","R5 Recycling/reclamation of other inorganic materials"
"62","EA","ER152013122","Glass Re-melt","L","Verallia UK Ltd","3846688","Active","01/01/2015","01/01/2015","South Accommodation Road LEEDS West Yorkshire LS10 1NQ","R5 Recycling/reclamation of other inorganic materials"
"63","EA","ER152014167","Glass Re-melt","S","Vitromite Ltd","08783711","Active","12/02/2015","16/03/2015","H4 Former RAF Coltishall Badersfield Scottow NORWICH Norfolk NR105AJ","R5 Recycling/reclamation of other inorganic materials"
"64","NRW","WR152013111","Glass Re-melt","L","Knauf Insulation Ltd","1926842","Active","01/01/2015","01/01/2015","KNAUF INSULATION LTD CWMBRAN TORFAEN NP44 2YQ","R5 Recycling/reclamation of other inorganic materials"
"65","NRW","WR152015701","Glass Re-melt","L","Recresco Limited - Cwmbran","4066165","Active","01/04/2015","01/04/2015","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"66","NIEA","NR152013104","Glass Re-melt","L","Encirc Ltd","NI 30990","Active","01/01/2015","01/01/2015","11 Gortahurk Road DERRYLIN Fermanagh BT92 9DD","R5 Recycling/reclamation of other inorganic materials"
"67","SEPA","SR152013103","Glass Re-melt","L","Ardagh Glass Ltd","00567801","Cancelled","01/01/2015","01/02/2016","Irvine Plant IRVINE KA12 8JA","R5 Recycling/reclamation of other inorganic materials"
"68","SEPA","SR152014102","Glass Re-melt","L","Dryden Aqua Ltd","SC072700","Cancelled","01/01/2015","01/02/2016","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"69","SEPA","SR152013105","Glass Re-melt","L","Enva Scotland Limited","SC057052","Cancelled","01/01/2015","01/02/2016","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD Renfrewshire PA3 3BD","R5 Recycling/reclamation of other inorganic materials"
"70","SEPA","SR152013101","Glass Re-melt","L","O-I Glass Ltd","00526983","Cancelled","01/01/2015","01/02/2016","Glasshouse Loan ALLOA Clackmannanshire FK10 1PD","R5 Recycling/reclamation of other inorganic materials"
"71","SEPA","SR152013104","Glass Re-melt","L","Superglass Insulation Limited","2160591","Cancelled","01/01/2015","01/02/2016","Superglass Insulation Ltd. STIRLING FK7 7QQ","R5 Recycling/reclamation of other inorganic materials"
"72","EA","ER151998168","Paper/board","L","Aylesford Newsprint","2825694","Cancelled","01/01/2015","30/04/2015","Newsprint House AYLESFORD Kent ME20 7DL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"73","EA","ER15199864","Paper/board","L","DS Smith Paper Limited","00058614","Active","01/01/2015","01/01/2015","DS SMITH PAPER LTD STTTINGBOURNE KENT ME10 2TD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"74","EA","ER15199850","Paper/board","L","DS Smith Paper Limited (4)","00058614","Active","06/01/2015","06/01/2015","DS SMITH PAPER LTD WATCHET SOMERSET TA23 0AY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"75","EA","ER151998133","Paper/board","L","Preston Board & Packaging Ltd","1567779","Active","01/01/2015","01/01/2015","Romiley Board Mill STOCKPORT Cheshire SK6 4DZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"76","EA","ER152011114","Paper/board","L","SAICA Paper UK Ltd","06569569","Active","01/01/2015","01/01/2015","144 Manchester Road MANCHESTER M31 4QN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"77","EA","ER1519988","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2015","01/01/2015","Smurfit Kappa SSK Ltd BIRMINGHAM B7 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"78","EA","ER152015111","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2015","01/01/2015","The Mill SNODLAND Kent ME6 5AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"79","EA","ER15199890","Paper/board","L","Sonoco Cores and Paper Ltd","5133800","Active","01/01/2015","01/01/2015","Sonoco Board Mills STAINLAND West Yorkshire HX4 9PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"80","NRW","WR151998205","Paper/board","L","UPM Kymmene (UK) Ltd","SC102969","Active","01/01/2015","01/01/2015","Weighbridge Road DEESIDE Flintshire CH5 2LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"81","EA","ER151998256","Plastic","S","Alfaplas Ltd","03171362","Active","01/01/2015","01/01/2015","1 Ramsden Road HEREFORD Herefordshire HR2 6LR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"82","EA","ER151998142","Plastic","S","Alpha Polymers Ltd","1543079","Active","05/03/2015","05/03/2015","1 Costain Street LIVERPOOL Merseyside L20 8QJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"83","EA","ER152013188","Plastic","S","Avanti Environmental Group Limited","3476148","Active","01/01/2015","01/01/2015","Yardley Road KNOWSLEY Merseyside L33 7SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"84","EA","ER152013191","Plastic","L","Avanti Environmental Group Ltd","3476148","Active","01/01/2015","01/01/2015","Avanti Environmetal Group Limited KNOWSLEY Merseyside L33 7UF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"85","EA","ER151998221","Plastic","L","Biffa (WES) Limited (REDCAR)","2729607","Active","01/01/2015","01/01/2015","WES Building REDCAR Cleveland TS10 4RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"86","EA","ER152011103","Plastic","L","Brightgreen Plastics Ltd","7289595","Active","01/01/2015","01/01/2015","ALLERTON BYWATER BUSINESS PARK CASTLEFORD WEST YORKS WF10 2AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"87","EA","ER15199873","Plastic","L","British Polythene Limited","0350729","Active","01/01/2015","01/01/2015","BPI Recycled Products STROUD Gloucestershire GL5 3QF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"88","EA","ER15199871","Plastic","L","British Polythene Ltd","0350729","Active","01/01/2015","01/01/2015","BPI Recycled Products HEANOR Derbyshire DE75 7RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"89","EA","ER15199854","Plastic","L","Centriforce Products Ltd","3347875","Active","01/01/2015","01/01/2015","Errington Works LIVERPOOL Merseyside L20 8EE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"90","EA","ER15199819","Plastic","L","Chase Plastics Ltd","1593735","Active","01/01/2015","01/01/2015","Mile End Works BRANDON Suffolk IP27 0NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"91","EA","ER152009125","Plastic","L","Closed Loop Recycling Ltd","05172959","Cancelled","01/01/2015","12/06/2015","16 Choats Road DAGENHAM Essex RM9 6LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"92","EA","ER15199829","Plastic","S","Coveris Flexibles (Gainsborough)
UK Ltd (T/A Coveris Winsford)","04786458","Active","01/01/2015","01/01/2015","Coveris Flexibles (Gainsborough) UK Ltd (T/A Coveris Winsford) WINSFORD Cheshire CW7 3RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"93","EA","ER151998228","Plastic","S","Coveris Flexibles (Louth) UK Ltd","00815053","Active","01/01/2015","01/01/2015","101 brackenborough road LOUTH LINCS LN11 0AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"94","EA","ER152014152","Plastic","L","Echo Packaging Ltd","02717201","Active","06/01/2015","26/03/2015","Sondes Road CORBY Northamptonshire NN17 5XL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"95","EA","ER152009198","Plastic","L","ECO Plastics Ltd.","3948149","Cancelled","","01/01/2015","Hemswell Business Park HEMSWELL Lincolnshire DN21 5TU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
