sector,year,value,source,target
Packaging ,2031,24890.92728202761,la_collected_other,mismanaged
Packaging ,2031,199127.41825622087,la_collected_other,formal_domestic_treatment
Packaging ,2031,273800.2001023037,wmc_collected,treated_overseas
Packaging ,2031,24890.92728202761,wmc_collected,mismanaged
Packaging ,2031,199127.41825622087,wmc_collected,formal_domestic_treatment
Packaging ,2032,685745.8115606677,la_collected_household,treated_overseas
Packaging ,2032,62340.52832369706,la_collected_household,mismanaged
Packaging ,2032,498724.22658957646,la_collected_household,formal_domestic_treatment
Packaging ,2032,274298.32462426706,la_collected_other,treated_overseas
Packaging ,2032,24936.211329478825,la_collected_other,mismanaged
Packaging ,2032,199489.6906358306,la_collected_other,formal_domestic_treatment
Packaging ,2032,274298.32462426706,wmc_collected,treated_overseas
Packaging ,2032,24936.211329478825,wmc_collected,mismanaged
Packaging ,2032,199489.6906358306,wmc_collected,formal_domestic_treatment
Packaging ,2033,686896.1154892449,la_collected_household,treated_overseas
Packaging ,2033,62445.10140811317,la_collected_household,mismanaged
Packaging ,2033,499560.8112649054,la_collected_household,formal_domestic_treatment
Packaging ,2033,274758.446195698,la_collected_other,treated_overseas
Packaging ,2033,24978.04056324527,la_collected_other,mismanaged
Packaging ,2033,199824.32450596217,la_collected_other,formal_domestic_treatment
Packaging ,2033,274758.446195698,wmc_collected,treated_overseas
Packaging ,2033,24978.04056324527,wmc_collected,mismanaged
Packaging ,2033,199824.32450596217,wmc_collected,formal_domestic_treatment
Packaging ,2034,687957.6007763748,la_collected_household,treated_overseas
Packaging ,2034,62541.60007057953,la_collected_household,mismanaged
Packaging ,2034,500332.80056463624,la_collected_household,formal_domestic_treatment
Packaging ,2034,275183.04031054996,la_collected_other,treated_overseas
Packaging ,2034,25016.640028231814,la_collected_other,mismanaged
Packaging ,2034,200133.1202258545,la_collected_other,formal_domestic_treatment
Packaging ,2034,275183.04031054996,wmc_collected,treated_overseas
Packaging ,2034,25016.640028231814,wmc_collected,mismanaged
Packaging ,2034,200133.1202258545,wmc_collected,formal_domestic_treatment
Packaging ,2035,688947.352821935,la_collected_household,treated_overseas
Packaging ,2035,62631.57752926682,la_collected_household,mismanaged
Packaging ,2035,501052.62023413455,la_collected_household,formal_domestic_treatment
Packaging ,2035,275578.941128774,la_collected_other,treated_overseas
Packaging ,2035,25052.63101170673,la_collected_other,mismanaged
Packaging ,2035,200421.04809365384,la_collected_other,formal_domestic_treatment
Packaging ,2035,275578.941128774,wmc_collected,treated_overseas
Packaging ,2035,25052.63101170673,wmc_collected,mismanaged
Packaging ,2035,200421.04809365384,wmc_collected,formal_domestic_treatment
Packaging ,2036,689884.1404092937,la_collected_household,treated_overseas
Packaging ,2036,62716.74003720852,la_collected_household,mismanaged
Packaging ,2036,501733.92029766814,la_collected_household,formal_domestic_treatment
Packaging ,2036,275953.6561637175,la_collected_other,treated_overseas
Packaging ,2036,25086.696014883408,la_collected_other,mismanaged
Packaging ,2036,200693.56811906726,la_collected_other,formal_domestic_treatment
Packaging ,2036,275953.6561637175,wmc_collected,treated_overseas
Packaging ,2036,25086.696014883408,wmc_collected,mismanaged
Packaging ,2036,200693.56811906726,wmc_collected,formal_domestic_treatment
Packaging ,2037,690776.4987679963,la_collected_household,treated_overseas
Packaging ,2037,62797.863524363296,la_collected_household,mismanaged
Packaging ,2037,502382.90819490637,la_collected_household,formal_domestic_treatment
Packaging ,2037,276310.59950719855,la_collected_other,treated_overseas
Packaging ,2037,25119.14540974532,la_collected_other,mismanaged
Packaging ,2037,200953.16327796257,la_collected_other,formal_domestic_treatment
Packaging ,2037,276310.59950719855,wmc_collected,treated_overseas
Packaging ,2037,25119.14540974532,wmc_collected,mismanaged
Packaging ,2037,200953.16327796257,wmc_collected,formal_domestic_treatment
Packaging ,2038,691630.010894062,la_collected_household,treated_overseas
Packaging ,2038,62875.45553582382,la_collected_household,mismanaged
Packaging ,2038,503003.64428659057,la_collected_household,formal_domestic_treatment
Packaging ,2038,276652.00435762486,la_collected_other,treated_overseas
Packaging ,2038,25150.18221432953,la_collected_other,mismanaged
Packaging ,2038,201201.45771463623,la_collected_other,formal_domestic_treatment
Packaging ,2038,276652.00435762486,wmc_collected,treated_overseas
Packaging ,2038,25150.18221432953,wmc_collected,mismanaged
Packaging ,2038,201201.45771463623,wmc_collected,formal_domestic_treatment
Packaging ,2039,692447.9657912736,la_collected_household,treated_overseas
Packaging ,2039,62949.81507193396,la_collected_household,mismanaged
Packaging ,2039,503598.5205754717,la_collected_household,formal_domestic_treatment
Packaging ,2039,276979.18631650944,la_collected_other,treated_overseas
Packaging ,2039,25179.926028773585,la_collected_other,mismanaged
Packaging ,2039,201439.40823018868,la_collected_other,formal_domestic_treatment
Packaging ,2039,276979.18631650944,wmc_collected,treated_overseas
Packaging ,2039,25179.926028773585,wmc_collected,mismanaged
Packaging ,2039,201439.40823018868,wmc_collected,formal_domestic_treatment
Packaging ,2040,693227.1391308287,la_collected_household,treated_overseas
Packaging ,2040,63020.64901189352,la_collected_household,mismanaged
Packaging ,2040,504165.19209514814,la_collected_household,formal_domestic_treatment
Packaging ,2040,277290.8556523315,la_collected_other,treated_overseas
Packaging ,2040,25208.259604757408,la_collected_other,mismanaged
Packaging ,2040,201666.07683805926,la_collected_other,formal_domestic_treatment
Packaging ,2040,277290.8556523315,wmc_collected,treated_overseas
Packaging ,2040,25208.259604757408,wmc_collected,mismanaged
Packaging ,2040,201666.07683805926,wmc_collected,formal_domestic_treatment
Packaging ,2041,693963.1976301958,la_collected_household,treated_overseas
Packaging ,2041,63087.56342092689,la_collected_household,mismanaged
Packaging ,2041,504700.5073674151,la_collected_household,formal_domestic_treatment
Packaging ,2041,277585.2790520783,la_collected_other,treated_overseas
Packaging ,2041,25235.025368370756,la_collected_other,mismanaged
Packaging ,2041,201880.20294696605,la_collected_other,formal_domestic_treatment
Packaging ,2041,277585.2790520783,wmc_collected,treated_overseas
Packaging ,2041,25235.025368370756,wmc_collected,mismanaged
Packaging ,2041,201880.20294696605,wmc_collected,formal_domestic_treatment
Packaging ,2042,694655.7046770755,la_collected_household,treated_overseas
Packaging ,2042,63150.51860700687,la_collected_household,mismanaged
Packaging ,2042,505204.14885605493,la_collected_household,formal_domestic_treatment
Packaging ,2042,277862.2818708302,la_collected_other,treated_overseas
Packaging ,2042,25260.207442802748,la_collected_other,mismanaged
Packaging ,2042,202081.65954242198,la_collected_other,formal_domestic_treatment
Packaging ,2042,277862.2818708302,wmc_collected,treated_overseas
Packaging ,2042,25260.207442802748,wmc_collected,mismanaged
Packaging ,2042,202081.65954242198,wmc_collected,formal_domestic_treatment
Packaging ,2012,286463.3793187728,formal_domestic_treatment,residual
Packaging ,2012,190975.58621251522,formal_domestic_treatment,recycling
Packaging ,2012,114585.35172750913,formal_domestic_treatment,residual
Packaging ,2012,76390.23448500609,formal_domestic_treatment,recycling
Packaging ,2012,114585.35172750913,formal_domestic_treatment,residual
Packaging ,2012,76390.23448500609,formal_domestic_treatment,recycling
Packaging ,2013,271992.2403556276,formal_domestic_treatment,residual
Packaging ,2013,181328.16023708507,formal_domestic_treatment,recycling
Packaging ,2013,108796.89614225105,formal_domestic_treatment,residual
Packaging ,2013,72531.26409483403,formal_domestic_treatment,recycling
Packaging ,2013,108796.89614225105,formal_domestic_treatment,residual
Packaging ,2013,72531.26409483403,formal_domestic_treatment,recycling
Packaging ,2014,265956.3594139008,formal_domestic_treatment,residual
Packaging ,2014,177304.23960926724,formal_domestic_treatment,recycling
Packaging ,2014,106382.54376556035,formal_domestic_treatment,residual
Packaging ,2014,70921.6958437069,formal_domestic_treatment,recycling
Packaging ,2014,106382.54376556035,formal_domestic_treatment,residual
Packaging ,2014,70921.6958437069,formal_domestic_treatment,recycling
Packaging ,2015,270100.47449706035,formal_domestic_treatment,residual
Packaging ,2015,180066.98299804027,formal_domestic_treatment,recycling
Packaging ,2015,108040.18979882415,formal_domestic_treatment,residual
Packaging ,2015,72026.79319921612,formal_domestic_treatment,recycling
Packaging ,2015,108040.18979882415,formal_domestic_treatment,residual
Packaging ,2015,72026.79319921612,formal_domestic_treatment,recycling
Packaging ,2016,270380.8913328858,formal_domestic_treatment,residual
Packaging ,2016,180253.9275552572,formal_domestic_treatment,recycling
Packaging ,2016,108152.3565331543,formal_domestic_treatment,residual
Packaging ,2016,72101.57102210289,formal_domestic_treatment,recycling
Packaging ,2016,108152.3565331543,formal_domestic_treatment,residual
Packaging ,2016,72101.57102210289,formal_domestic_treatment,recycling
Packaging ,2017,270389.07256085554,formal_domestic_treatment,residual
Packaging ,2017,180259.38170723704,formal_domestic_treatment,recycling
Packaging ,2017,108155.62902434223,formal_domestic_treatment,residual
Packaging ,2017,72103.75268289482,formal_domestic_treatment,recycling
Packaging ,2017,108155.62902434223,formal_domestic_treatment,residual
Packaging ,2017,72103.75268289482,formal_domestic_treatment,recycling
Packaging ,2018,281719.42051012133,formal_domestic_treatment,residual
Packaging ,2018,187812.94700674756,formal_domestic_treatment,recycling
Packaging ,2018,112687.76820404854,formal_domestic_treatment,residual
Packaging ,2018,75125.17880269903,formal_domestic_treatment,recycling
Packaging ,2018,112687.76820404854,formal_domestic_treatment,residual
Packaging ,2018,75125.17880269903,formal_domestic_treatment,recycling
Packaging ,2019,294903.52681861277,formal_domestic_treatment,residual
Packaging ,2019,196602.3512124085,formal_domestic_treatment,recycling
Packaging ,2019,117961.41072744511,formal_domestic_treatment,residual
Packaging ,2019,78640.9404849634,formal_domestic_treatment,recycling
Packaging ,2019,117961.41072744511,formal_domestic_treatment,residual
Packaging ,2019,78640.9404849634,formal_domestic_treatment,recycling
Packaging ,2020,297822.2544348392,formal_domestic_treatment,residual
Packaging ,2020,198548.16962322613,formal_domestic_treatment,recycling
Packaging ,2020,119128.90177393568,formal_domestic_treatment,residual
Packaging ,2020,79419.26784929045,formal_domestic_treatment,recycling
Packaging ,2020,119128.90177393568,formal_domestic_treatment,residual
Packaging ,2020,79419.26784929045,formal_domestic_treatment,recycling
Packaging ,2021,300639.9391150188,formal_domestic_treatment,residual
Packaging ,2021,200426.6260766792,formal_domestic_treatment,recycling
Packaging ,2021,120255.97564600752,formal_domestic_treatment,residual
Packaging ,2021,80170.6504306717,formal_domestic_treatment,recycling
Packaging ,2021,120255.97564600752,formal_domestic_treatment,residual
Packaging ,2021,80170.6504306717,formal_domestic_treatment,recycling
Packaging ,2022,270599.1958366174,formal_domestic_treatment,residual
Packaging ,2022,180399.46389107828,formal_domestic_treatment,recycling
Packaging ,2022,108239.67833464696,formal_domestic_treatment,residual
Packaging ,2022,72159.78555643132,formal_domestic_treatment,recycling
Packaging ,2022,108239.67833464696,formal_domestic_treatment,residual
Packaging ,2022,72159.78555643132,formal_domestic_treatment,recycling
Packaging ,2023,289706.81945625343,formal_domestic_treatment,residual
Packaging ,2023,193137.8796375023,formal_domestic_treatment,recycling
Packaging ,2023,115882.72778250139,formal_domestic_treatment,residual
Packaging ,2023,77255.15185500092,formal_domestic_treatment,recycling
Packaging ,2023,115882.72778250139,formal_domestic_treatment,residual
Packaging ,2023,77255.15185500092,formal_domestic_treatment,recycling
Packaging ,2024,292670.4164475923,formal_domestic_treatment,residual
Packaging ,2024,195113.61096506158,formal_domestic_treatment,recycling
Packaging ,2024,117068.16657903694,formal_domestic_treatment,residual
Packaging ,2024,78045.44438602464,formal_domestic_treatment,recycling
Packaging ,2024,117068.16657903694,formal_domestic_treatment,residual
Packaging ,2024,78045.44438602464,formal_domestic_treatment,recycling
Packaging ,2025,294165.95180319366,formal_domestic_treatment,residual
Packaging ,2025,196110.63453546248,formal_domestic_treatment,recycling
Packaging ,2025,117666.38072127748,formal_domestic_treatment,residual
Packaging ,2025,78444.253814185,formal_domestic_treatment,recycling
Packaging ,2025,117666.38072127748,formal_domestic_treatment,residual
Packaging ,2025,78444.253814185,formal_domestic_treatment,recycling
Packaging ,2026,295293.30913995503,formal_domestic_treatment,residual
Packaging ,2026,196862.20609330336,formal_domestic_treatment,recycling
Packaging ,2026,118117.323655982,formal_domestic_treatment,residual
Packaging ,2026,78744.88243732136,formal_domestic_treatment,recycling
Packaging ,2026,118117.323655982,formal_domestic_treatment,residual
Packaging ,2026,78744.88243732136,formal_domestic_treatment,recycling
Packaging ,2027,296078.6150004614,formal_domestic_treatment,residual
Packaging ,2027,197385.74333364094,formal_domestic_treatment,recycling
Packaging ,2027,118431.44600018456,formal_domestic_treatment,residual
Packaging ,2027,78954.29733345639,formal_domestic_treatment,recycling
Packaging ,2027,118431.44600018456,formal_domestic_treatment,residual
Packaging ,2027,78954.29733345639,formal_domestic_treatment,recycling
Packaging ,2028,296799.89383618865,formal_domestic_treatment,residual
Packaging ,2028,197866.59589079244,formal_domestic_treatment,recycling
Packaging ,2028,118719.95753447546,formal_domestic_treatment,residual
Packaging ,2028,79146.63835631698,formal_domestic_treatment,recycling
Packaging ,2028,118719.95753447546,formal_domestic_treatment,residual
Packaging ,2028,79146.63835631698,formal_domestic_treatment,recycling
Packaging ,2029,297474.8830479072,formal_domestic_treatment,residual
Packaging ,2029,198316.5886986048,formal_domestic_treatment,recycling
Packaging ,2029,118989.95321916288,formal_domestic_treatment,residual
Packaging ,2029,79326.63547944193,formal_domestic_treatment,recycling
Packaging ,2029,118989.95321916288,formal_domestic_treatment,residual
Packaging ,2029,79326.63547944193,formal_domestic_treatment,recycling
Packaging ,2030,298104.7834007536,formal_domestic_treatment,residual
Packaging ,2030,198736.52226716906,formal_domestic_treatment,recycling
Packaging ,2030,119241.91336030143,formal_domestic_treatment,residual
Packaging ,2030,79494.60890686762,formal_domestic_treatment,recycling
Packaging ,2030,119241.91336030143,formal_domestic_treatment,residual
Packaging ,2030,79494.60890686762,formal_domestic_treatment,recycling
Packaging ,2031,298691.1273843313,formal_domestic_treatment,residual
Packaging ,2031,199127.41825622087,formal_domestic_treatment,recycling
Packaging ,2031,119476.45095373252,formal_domestic_treatment,residual
Packaging ,2031,79650.96730248835,formal_domestic_treatment,recycling
Packaging ,2031,119476.45095373252,formal_domestic_treatment,residual
Packaging ,2031,79650.96730248835,formal_domestic_treatment,recycling
Packaging ,2032,299234.5359537459,formal_domestic_treatment,residual
Packaging ,2032,199489.6906358306,formal_domestic_treatment,recycling
Packaging ,2032,119693.81438149835,formal_domestic_treatment,residual
Packaging ,2032,79795.87625433225,formal_domestic_treatment,recycling
Packaging ,2032,119693.81438149835,formal_domestic_treatment,residual
Packaging ,2032,79795.87625433225,formal_domestic_treatment,recycling
Packaging ,2033,299736.48675894324,formal_domestic_treatment,residual
Packaging ,2033,199824.32450596217,formal_domestic_treatment,recycling
Packaging ,2033,119894.5947035773,formal_domestic_treatment,residual
Packaging ,2033,79929.72980238487,formal_domestic_treatment,recycling
Packaging ,2033,119894.5947035773,formal_domestic_treatment,residual
Packaging ,2033,79929.72980238487,formal_domestic_treatment,recycling
Packaging ,2034,300199.68033878173,formal_domestic_treatment,residual
Packaging ,2034,200133.1202258545,formal_domestic_treatment,recycling
Packaging ,2034,120079.8721355127,formal_domestic_treatment,residual
Packaging ,2034,80053.2480903418,formal_domestic_treatment,recycling
Packaging ,2034,120079.8721355127,formal_domestic_treatment,residual
Packaging ,2034,80053.2480903418,formal_domestic_treatment,recycling
Packaging ,2035,300631.57214048074,formal_domestic_treatment,residual
Packaging ,2035,200421.04809365384,formal_domestic_treatment,recycling
Packaging ,2035,120252.6288561923,formal_domestic_treatment,residual
Packaging ,2035,80168.41923746154,formal_domestic_treatment,recycling
Packaging ,2035,120252.6288561923,formal_domestic_treatment,residual
Packaging ,2035,80168.41923746154,formal_domestic_treatment,recycling
Packaging ,2036,301040.35217860085,formal_domestic_treatment,residual
Packaging ,2036,200693.56811906726,formal_domestic_treatment,recycling
Packaging ,2036,120416.14087144035,formal_domestic_treatment,residual
Packaging ,2036,80277.42724762691,formal_domestic_treatment,recycling
Packaging ,2036,120416.14087144035,formal_domestic_treatment,residual
Packaging ,2036,80277.42724762691,formal_domestic_treatment,recycling
Packaging ,2037,301429.74491694383,formal_domestic_treatment,residual
Packaging ,2037,200953.16327796257,formal_domestic_treatment,recycling
Packaging ,2037,120571.89796677753,formal_domestic_treatment,residual
Packaging ,2037,80381.26531118504,formal_domestic_treatment,recycling
Packaging ,2037,120571.89796677753,formal_domestic_treatment,residual
Packaging ,2037,80381.26531118504,formal_domestic_treatment,recycling
Packaging ,2038,301802.18657195434,formal_domestic_treatment,residual
Packaging ,2038,201201.45771463623,formal_domestic_treatment,recycling
Packaging ,2038,120720.87462878173,formal_domestic_treatment,residual
Packaging ,2038,80480.5830858545,formal_domestic_treatment,recycling
Packaging ,2038,120720.87462878173,formal_domestic_treatment,residual
Packaging ,2038,80480.5830858545,formal_domestic_treatment,recycling
Packaging ,2039,302159.112345283,formal_domestic_treatment,residual
Packaging ,2039,201439.40823018868,formal_domestic_treatment,recycling
Packaging ,2039,120863.6449381132,formal_domestic_treatment,residual
Packaging ,2039,80575.76329207548,formal_domestic_treatment,recycling
Packaging ,2039,120863.6449381132,formal_domestic_treatment,residual
Packaging ,2039,80575.76329207548,formal_domestic_treatment,recycling
Packaging ,2040,302499.11525708885,formal_domestic_treatment,residual
Packaging ,2040,201666.07683805926,formal_domestic_treatment,recycling
Packaging ,2040,120999.64610283556,formal_domestic_treatment,residual
Packaging ,2040,80666.43073522371,formal_domestic_treatment,recycling
Packaging ,2040,120999.64610283556,formal_domestic_treatment,residual
Packaging ,2040,80666.43073522371,formal_domestic_treatment,recycling
Packaging ,2041,302820.3044204491,formal_domestic_treatment,residual
Packaging ,2041,201880.20294696605,formal_domestic_treatment,recycling
Packaging ,2041,121128.12176817963,formal_domestic_treatment,residual
Packaging ,2041,80752.08117878642,formal_domestic_treatment,recycling
Packaging ,2041,121128.12176817963,formal_domestic_treatment,residual
Packaging ,2041,80752.08117878642,formal_domestic_treatment,recycling
Packaging ,2042,303122.48931363295,formal_domestic_treatment,residual
Packaging ,2042,202081.65954242198,formal_domestic_treatment,recycling
Packaging ,2042,121248.99572545319,formal_domestic_treatment,residual
Packaging ,2042,80832.6638169688,formal_domestic_treatment,recycling
Packaging ,2042,121248.99572545319,formal_domestic_treatment,residual
Packaging ,2042,80832.6638169688,formal_domestic_treatment,recycling
