material,application,variable,year,value,
pe,film,littering rate historical data,2019,0.04,
pe,film,littering rate historical data,2020,0.04,
pe,film,littering rate historical data,2021,0.04,
pe,film,littering rate historical data,2022,0.04,
pe,film,littering rate historical data,2023,0.04,
pe,film,rate to illegal collection,2014,0.006,
pe,film,rate to illegal collection,2015,0.006,
pe,film,rate to illegal collection,2016,0.006,
pe,film,rate to illegal collection,2017,0.006,
pe,film,rate to illegal collection,2018,0.006,
pe,film,rate to illegal collection,2019,0.006,
pe,film,rate to illegal collection,2020,0.006,
pe,film,rate to illegal collection,2021,0.006,
pe,film,rate to illegal collection,2022,0.006,
pe,film,rate to illegal collection,2023,0.006,
pe,film,rvm historical,2014,0,
pe,film,rvm historical,2015,0,
pe,film,rvm historical,2016,0,
pe,film,rvm historical,2017,0,
pe,film,rvm historical,2018,0,
pe,film,rvm historical,2019,0,
pe,film,rvm historical,2020,0,
pe,film,rvm historical,2021,0,
pe,film,rvm historical,2022,0,
pe,film,rvm historical,2023,0,
pe,other,historical data for la collected,2014,0.378153,
pe,other,historical data for la collected,2015,0.384204,
pe,other,historical data for la collected,2016,0.388583,
pe,other,historical data for la collected,2017,0.36809,
pe,other,historical data for la collected,2018,0.357432,
pe,other,historical data for la collected,2019,0.377737,
pe,other,historical data for la collected,2020,0.40777,
pe,other,historical data for la collected,2021,0.413408,
pe,other,historical data for la collected,2022,0.391955,
pe,other,historical data for la collected,2023,0.391955,
pe,other,wmc historical,2014,0.575847,
pe,other,wmc historical,2015,0.569795,
pe,other,wmc historical,2016,0.565417,
pe,other,wmc historical,2017,0.58591,
pe,other,wmc historical,2018,0.596568,
pe,other,wmc historical,2019,0.576263,
pe,other,wmc historical,2020,0.54623,
pe,other,wmc historical,2021,0.540592,
pe,other,wmc historical,2022,0.562045,
pe,other,wmc historical,2023,0.562045,
pe,other,littering rate historical data,2014,0.04,
pe,other,littering rate historical data,2015,0.04,
pe,other,littering rate historical data,2016,0.04,
pe,other,littering rate historical data,2017,0.04,
pe,other,littering rate historical data,2018,0.04,
pe,other,littering rate historical data,2019,0.04,
pe,other,littering rate historical data,2020,0.04,
pe,other,littering rate historical data,2021,0.04,
pe,other,littering rate historical data,2022,0.04,
pe,other,littering rate historical data,2023,0.04,
pe,other,rate to illegal collection,2014,0.006,
pe,other,rate to illegal collection,2015,0.006,
pe,other,rate to illegal collection,2016,0.006,
pe,other,rate to illegal collection,2017,0.006,
pe,other,rate to illegal collection,2018,0.006,
pe,other,rate to illegal collection,2019,0.006,
pe,other,rate to illegal collection,2020,0.006,
pe,other,rate to illegal collection,2021,0.006,
pe,other,rate to illegal collection,2022,0.006,
pe,other,rate to illegal collection,2023,0.006,
pe,other,rvm historical,2014,0,
pe,other,rvm historical,2015,0,
pe,other,rvm historical,2016,0,
pe,other,rvm historical,2017,0,
pe,other,rvm historical,2018,0,
pe,other,rvm historical,2019,0,
pe,other,rvm historical,2020,0,
pe,other,rvm historical,2021,0,
pe,other,rvm historical,2022,0,
pe,other,rvm historical,2023,0,
hdpe,bottle,historical data for la collected,2014,0.378153,
hdpe,bottle,historical data for la collected,2015,0.384204,
hdpe,bottle,historical data for la collected,2016,0.388583,
hdpe,bottle,historical data for la collected,2017,0.36809,
hdpe,bottle,historical data for la collected,2018,0.357432,
hdpe,bottle,historical data for la collected,2019,0.377737,
hdpe,bottle,historical data for la collected,2020,0.40777,
hdpe,bottle,historical data for la collected,2021,0.413408,
hdpe,bottle,historical data for la collected,2022,0.391955,
hdpe,bottle,historical data for la collected,2023,0.391955,
hdpe,bottle,wmc historical,2014,0.575847,
hdpe,bottle,wmc historical,2015,0.569795,
hdpe,bottle,wmc historical,2016,0.565417,
hdpe,bottle,wmc historical,2017,0.58591,
hdpe,bottle,wmc historical,2018,0.596568,
hdpe,bottle,wmc historical,2019,0.576263,
hdpe,bottle,wmc historical,2020,0.54623,
hdpe,bottle,wmc historical,2021,0.540592,
hdpe,bottle,wmc historical,2022,0.562045,
hdpe,bottle,wmc historical,2023,0.562045,
hdpe,bottle,littering rate historical data,2014,0.04,
hdpe,bottle,littering rate historical data,2015,0.04,
hdpe,bottle,littering rate historical data,2016,0.04,
hdpe,bottle,littering rate historical data,2017,0.04,
hdpe,bottle,littering rate historical data,2018,0.04,
hdpe,bottle,littering rate historical data,2019,0.04,
hdpe,bottle,littering rate historical data,2020,0.04,
hdpe,bottle,littering rate historical data,2021,0.04,
hdpe,bottle,littering rate historical data,2022,0.04,
hdpe,bottle,littering rate historical data,2023,0.04,
hdpe,bottle,rate to illegal collection,2014,0.006,
hdpe,bottle,rate to illegal collection,2015,0.006,
hdpe,bottle,rate to illegal collection,2016,0.006,
hdpe,bottle,rate to illegal collection,2017,0.006,
hdpe,bottle,rate to illegal collection,2018,0.006,
hdpe,bottle,rate to illegal collection,2019,0.006,
hdpe,bottle,rate to illegal collection,2020,0.006,
hdpe,bottle,rate to illegal collection,2021,0.006,
hdpe,bottle,rate to illegal collection,2022,0.006,
hdpe,bottle,rate to illegal collection,2023,0.006,
hdpe,bottle,rvm historical,2014,0,
hdpe,bottle,rvm historical,2015,0,
hdpe,bottle,rvm historical,2016,0,
hdpe,bottle,rvm historical,2017,0,
hdpe,bottle,rvm historical,2018,0,
hdpe,bottle,rvm historical,2019,0,
hdpe,bottle,rvm historical,2020,0,
hdpe,bottle,rvm historical,2021,0,
hdpe,bottle,rvm historical,2022,0,
hdpe,bottle,rvm historical,2023,0,
hdpe,ptt,historical data for la collected,2014,0.378153,
hdpe,ptt,historical data for la collected,2015,0.384204,
hdpe,ptt,historical data for la collected,2016,0.388583,
hdpe,ptt,historical data for la collected,2017,0.36809,
hdpe,ptt,historical data for la collected,2018,0.357432,
hdpe,ptt,historical data for la collected,2019,0.377737,
hdpe,ptt,historical data for la collected,2020,0.40777,
hdpe,ptt,historical data for la collected,2021,0.413408,
hdpe,ptt,historical data for la collected,2022,0.391955,
hdpe,ptt,historical data for la collected,2023,0.391955,
hdpe,ptt,wmc historical,2014,0.575847,
hdpe,ptt,wmc historical,2015,0.569795,
hdpe,ptt,wmc historical,2016,0.565417,
hdpe,ptt,wmc historical,2017,0.58591,
hdpe,ptt,wmc historical,2018,0.596568,
hdpe,ptt,wmc historical,2019,0.576263,
hdpe,ptt,wmc historical,2020,0.54623,
hdpe,ptt,wmc historical,2021,0.540592,
hdpe,ptt,wmc historical,2022,0.562045,
hdpe,ptt,wmc historical,2023,0.562045,
hdpe,ptt,littering rate historical data,2014,0.04,
hdpe,ptt,littering rate historical data,2015,0.04,
hdpe,ptt,littering rate historical data,2016,0.04,
hdpe,ptt,littering rate historical data,2017,0.04,
hdpe,ptt,littering rate historical data,2018,0.04,
hdpe,ptt,littering rate historical data,2019,0.04,
hdpe,ptt,littering rate historical data,2020,0.04,
hdpe,ptt,littering rate historical data,2021,0.04,
hdpe,ptt,littering rate historical data,2022,0.04,
hdpe,ptt,littering rate historical data,2023,0.04,
hdpe,ptt,rate to illegal collection,2014,0.006,
hdpe,ptt,rate to illegal collection,2015,0.006,
hdpe,ptt,rate to illegal collection,2016,0.006,
hdpe,ptt,rate to illegal collection,2017,0.006,
hdpe,ptt,rate to illegal collection,2018,0.006,
hdpe,ptt,rate to illegal collection,2019,0.006,
hdpe,ptt,rate to illegal collection,2020,0.006,
hdpe,ptt,rate to illegal collection,2021,0.006,
hdpe,ptt,rate to illegal collection,2022,0.006,
hdpe,ptt,rate to illegal collection,2023,0.006,
hdpe,ptt,rvm historical,2014,0,
hdpe,ptt,rvm historical,2015,0,
hdpe,ptt,rvm historical,2016,0,
hdpe,ptt,rvm historical,2017,0,
hdpe,ptt,rvm historical,2018,0,
hdpe,ptt,rvm historical,2019,0,
hdpe,ptt,rvm historical,2020,0,
hdpe,ptt,rvm historical,2021,0,
hdpe,ptt,rvm historical,2022,0,
hdpe,ptt,rvm historical,2023,0,
hdpe,film,historical data for la collected,2014,0.378153,
hdpe,film,historical data for la collected,2015,0.384204,
hdpe,film,historical data for la collected,2016,0.388583,
hdpe,film,historical data for la collected,2017,0.36809,
hdpe,film,historical data for la collected,2018,0.357432,
hdpe,film,historical data for la collected,2019,0.377737,
hdpe,film,historical data for la collected,2020,0.40777,
hdpe,film,historical data for la collected,2021,0.413408,
hdpe,film,historical data for la collected,2022,0.391955,
hdpe,film,historical data for la collected,2023,0.391955,
hdpe,film,wmc historical,2014,0.575847,
hdpe,film,wmc historical,2015,0.569795,
hdpe,film,wmc historical,2016,0.565417,
hdpe,film,wmc historical,2017,0.58591,
hdpe,film,wmc historical,2018,0.596568,
hdpe,film,wmc historical,2019,0.576263,
hdpe,film,wmc historical,2020,0.54623,
hdpe,film,wmc historical,2021,0.540592,
hdpe,film,wmc historical,2022,0.562045,
hdpe,film,wmc historical,2023,0.562045,
hdpe,film,littering rate historical data,2014,0.04,
hdpe,film,littering rate historical data,2015,0.04,
hdpe,film,littering rate historical data,2016,0.04,
hdpe,film,littering rate historical data,2017,0.04,
hdpe,film,littering rate historical data,2018,0.04,
hdpe,film,littering rate historical data,2019,0.04,
hdpe,film,littering rate historical data,2020,0.04,
hdpe,film,littering rate historical data,2021,0.04,
hdpe,film,littering rate historical data,2022,0.04,
hdpe,film,littering rate historical data,2023,0.04,
hdpe,film,rate to illegal collection,2014,0.006,
hdpe,film,rate to illegal collection,2015,0.006,
hdpe,film,rate to illegal collection,2016,0.006,
hdpe,film,rate to illegal collection,2017,0.006,
hdpe,film,rate to illegal collection,2018,0.006,
hdpe,film,rate to illegal collection,2019,0.006,
hdpe,film,rate to illegal collection,2020,0.006,
hdpe,film,rate to illegal collection,2021,0.006,
hdpe,film,rate to illegal collection,2022,0.006,
hdpe,film,rate to illegal collection,2023,0.006,
hdpe,film,rvm historical,2014,0,
hdpe,film,rvm historical,2015,0,
hdpe,film,rvm historical,2016,0,
hdpe,film,rvm historical,2017,0,
hdpe,film,rvm historical,2018,0,
hdpe,film,rvm historical,2019,0,
hdpe,film,rvm historical,2020,0,
hdpe,film,rvm historical,2021,0,
hdpe,film,rvm historical,2022,0,
hdpe,film,rvm historical,2023,0,
hdpe,other,historical data for la collected,2014,0.378153,
hdpe,other,historical data for la collected,2015,0.384204,
hdpe,other,historical data for la collected,2016,0.388583,
hdpe,other,historical data for la collected,2017,0.36809,
hdpe,other,historical data for la collected,2018,0.357432,
hdpe,other,historical data for la collected,2019,0.377737,
hdpe,other,historical data for la collected,2020,0.40777,
hdpe,other,historical data for la collected,2021,0.413408,
hdpe,other,historical data for la collected,2022,0.391955,
hdpe,other,historical data for la collected,2023,0.391955,
hdpe,other,wmc historical,2014,0.575847,
hdpe,other,wmc historical,2015,0.569795,
hdpe,other,wmc historical,2016,0.565417,
hdpe,other,wmc historical,2017,0.58591,
hdpe,other,wmc historical,2018,0.596568,
hdpe,other,wmc historical,2019,0.576263,
hdpe,other,wmc historical,2020,0.54623,
hdpe,other,wmc historical,2021,0.540592,
hdpe,other,wmc historical,2022,0.562045,
hdpe,other,wmc historical,2023,0.562045,
hdpe,other,littering rate historical data,2014,0.04,
hdpe,other,littering rate historical data,2015,0.04,
hdpe,other,littering rate historical data,2016,0.04,
hdpe,other,littering rate historical data,2017,0.04,
hdpe,other,littering rate historical data,2018,0.04,
hdpe,other,littering rate historical data,2019,0.04,
hdpe,other,littering rate historical data,2020,0.04,
hdpe,other,littering rate historical data,2021,0.04,
hdpe,other,littering rate historical data,2022,0.04,
hdpe,other,littering rate historical data,2023,0.04,
hdpe,other,rate to illegal collection,2014,0.006,
hdpe,other,rate to illegal collection,2015,0.006,
hdpe,other,rate to illegal collection,2016,0.006,
hdpe,other,rate to illegal collection,2017,0.006,
hdpe,other,rate to illegal collection,2018,0.006,
hdpe,other,rate to illegal collection,2019,0.006,
hdpe,other,rate to illegal collection,2020,0.006,
hdpe,other,rate to illegal collection,2021,0.006,
hdpe,other,rate to illegal collection,2022,0.006,
hdpe,other,rate to illegal collection,2023,0.006,
hdpe,other,rvm historical,2014,0,
hdpe,other,rvm historical,2015,0,
hdpe,other,rvm historical,2016,0,
hdpe,other,rvm historical,2017,0,
hdpe,other,rvm historical,2018,0,
hdpe,other,rvm historical,2019,0,
hdpe,other,rvm historical,2020,0,
hdpe,other,rvm historical,2021,0,
hdpe,other,rvm historical,2022,0,
hdpe,other,rvm historical,2023,0,
ldpe,bottle,historical data for la collected,2014,0.378153,
ldpe,bottle,historical data for la collected,2015,0.384204,
ldpe,bottle,historical data for la collected,2016,0.388583,
ldpe,bottle,historical data for la collected,2017,0.36809,
ldpe,bottle,historical data for la collected,2018,0.357432,
ldpe,bottle,historical data for la collected,2019,0.377737,
ldpe,bottle,historical data for la collected,2020,0.40777,
ldpe,bottle,historical data for la collected,2021,0.413408,
ldpe,bottle,historical data for la collected,2022,0.391955,
ldpe,bottle,historical data for la collected,2023,0.391955,
ldpe,bottle,wmc historical,2014,0.575847,
ldpe,bottle,wmc historical,2015,0.569795,
ldpe,bottle,wmc historical,2016,0.565417,
ldpe,bottle,wmc historical,2017,0.58591,
ldpe,bottle,wmc historical,2018,0.596568,
ldpe,bottle,wmc historical,2019,0.576263,
ldpe,bottle,wmc historical,2020,0.54623,
ldpe,bottle,wmc historical,2021,0.540592,
ldpe,bottle,wmc historical,2022,0.562045,
ldpe,bottle,wmc historical,2023,0.562045,
ldpe,bottle,littering rate historical data,2014,0.04,
ldpe,bottle,littering rate historical data,2015,0.04,
ldpe,bottle,littering rate historical data,2016,0.04,
ldpe,bottle,littering rate historical data,2017,0.04,
ldpe,bottle,littering rate historical data,2018,0.04,
ldpe,bottle,littering rate historical data,2019,0.04,
ldpe,bottle,littering rate historical data,2020,0.04,
ldpe,bottle,littering rate historical data,2021,0.04,
ldpe,bottle,littering rate historical data,2022,0.04,
ldpe,bottle,littering rate historical data,2023,0.04,
ldpe,bottle,rate to illegal collection,2014,0.006,
ldpe,bottle,rate to illegal collection,2015,0.006,
ldpe,bottle,rate to illegal collection,2016,0.006,
ldpe,bottle,rate to illegal collection,2017,0.006,
ldpe,bottle,rate to illegal collection,2018,0.006,
ldpe,bottle,rate to illegal collection,2019,0.006,
ldpe,bottle,rate to illegal collection,2020,0.006,
ldpe,bottle,rate to illegal collection,2021,0.006,
ldpe,bottle,rate to illegal collection,2022,0.006,
ldpe,bottle,rate to illegal collection,2023,0.006,
ldpe,bottle,rvm historical,2014,0,
ldpe,bottle,rvm historical,2015,0,
ldpe,bottle,rvm historical,2016,0,
ldpe,bottle,rvm historical,2017,0,
ldpe,bottle,rvm historical,2018,0,
ldpe,bottle,rvm historical,2019,0,
ldpe,bottle,rvm historical,2020,0,
ldpe,bottle,rvm historical,2021,0,
ldpe,bottle,rvm historical,2022,0,
ldpe,bottle,rvm historical,2023,0,
ldpe,ptt,historical data for la collected,2014,0.378153,
ldpe,ptt,historical data for la collected,2015,0.384204,
ldpe,ptt,historical data for la collected,2016,0.388583,
ldpe,ptt,historical data for la collected,2017,0.36809,
ldpe,ptt,historical data for la collected,2018,0.357432,
ldpe,ptt,historical data for la collected,2019,0.377737,
ldpe,ptt,historical data for la collected,2020,0.40777,
ldpe,ptt,historical data for la collected,2021,0.413408,
ldpe,ptt,historical data for la collected,2022,0.391955,
ldpe,ptt,historical data for la collected,2023,0.391955,
ldpe,ptt,wmc historical,2014,0.575847,
ldpe,ptt,wmc historical,2015,0.569795,
ldpe,ptt,wmc historical,2016,0.565417,
ldpe,ptt,wmc historical,2017,0.58591,
ldpe,ptt,wmc historical,2018,0.596568,
ldpe,ptt,wmc historical,2019,0.576263,
ldpe,ptt,wmc historical,2020,0.54623,
ldpe,ptt,wmc historical,2021,0.540592,
ldpe,ptt,wmc historical,2022,0.562045,
ldpe,ptt,wmc historical,2023,0.562045,
ldpe,ptt,littering rate historical data,2014,0.04,
ldpe,ptt,littering rate historical data,2015,0.04,
ldpe,ptt,littering rate historical data,2016,0.04,
ldpe,ptt,littering rate historical data,2017,0.04,
ldpe,ptt,littering rate historical data,2018,0.04,
ldpe,ptt,littering rate historical data,2019,0.04,
ldpe,ptt,littering rate historical data,2020,0.04,
ldpe,ptt,littering rate historical data,2021,0.04,
ldpe,ptt,littering rate historical data,2022,0.04,
ldpe,ptt,littering rate historical data,2023,0.04,
ldpe,ptt,rate to illegal collection,2014,0.006,
ldpe,ptt,rate to illegal collection,2015,0.006,
ldpe,ptt,rate to illegal collection,2016,0.006,
ldpe,ptt,rate to illegal collection,2017,0.006,
ldpe,ptt,rate to illegal collection,2018,0.006,
ldpe,ptt,rate to illegal collection,2019,0.006,
ldpe,ptt,rate to illegal collection,2020,0.006,
ldpe,ptt,rate to illegal collection,2021,0.006,
ldpe,ptt,rate to illegal collection,2022,0.006,
ldpe,ptt,rate to illegal collection,2023,0.006,
ldpe,ptt,rvm historical,2014,0,
ldpe,ptt,rvm historical,2015,0,
ldpe,ptt,rvm historical,2016,0,
ldpe,ptt,rvm historical,2017,0,
ldpe,ptt,rvm historical,2018,0,
ldpe,ptt,rvm historical,2019,0,
ldpe,ptt,rvm historical,2020,0,
ldpe,ptt,rvm historical,2021,0,
ldpe,ptt,rvm historical,2022,0,
ldpe,ptt,rvm historical,2023,0,
ldpe,film,historical data for la collected,2014,0.378153,
ldpe,film,historical data for la collected,2015,0.384204,
ldpe,film,historical data for la collected,2016,0.388583,
ldpe,film,historical data for la collected,2017,0.36809,
ldpe,film,historical data for la collected,2018,0.357432,
ldpe,film,historical data for la collected,2019,0.377737,
ldpe,film,historical data for la collected,2020,0.40777,
ldpe,film,historical data for la collected,2021,0.413408,
ldpe,film,historical data for la collected,2022,0.391955,
ldpe,film,historical data for la collected,2023,0.391955,
ldpe,film,wmc historical,2014,0.575847,
ldpe,film,wmc historical,2015,0.569795,
ldpe,film,wmc historical,2016,0.565417,
ldpe,film,wmc historical,2017,0.58591,
ldpe,film,wmc historical,2018,0.596568,
ldpe,film,wmc historical,2019,0.576263,
ldpe,film,wmc historical,2020,0.54623,
ldpe,film,wmc historical,2021,0.540592,
ldpe,film,wmc historical,2022,0.562045,
ldpe,film,wmc historical,2023,0.562045,
ldpe,film,littering rate historical data,2014,0.04,
ldpe,film,littering rate historical data,2015,0.04,
ldpe,film,littering rate historical data,2016,0.04,
ldpe,film,littering rate historical data,2017,0.04,
ldpe,film,littering rate historical data,2018,0.04,
ldpe,film,littering rate historical data,2019,0.04,
ldpe,film,littering rate historical data,2020,0.04,
ldpe,film,littering rate historical data,2021,0.04,
ldpe,film,littering rate historical data,2022,0.04,
ldpe,film,littering rate historical data,2023,0.04,
ldpe,film,rate to illegal collection,2014,0.006,
ldpe,film,rate to illegal collection,2015,0.006,
ldpe,film,rate to illegal collection,2016,0.006,
ldpe,film,rate to illegal collection,2017,0.006,
ldpe,film,rate to illegal collection,2018,0.006,
ldpe,film,rate to illegal collection,2019,0.006,
ldpe,film,rate to illegal collection,2020,0.006,
ldpe,film,rate to illegal collection,2021,0.006,
ldpe,film,rate to illegal collection,2022,0.006,
ldpe,film,rate to illegal collection,2023,0.006,
ldpe,film,rvm historical,2014,0,
ldpe,film,rvm historical,2015,0,
ldpe,film,rvm historical,2016,0,
ldpe,film,rvm historical,2017,0,
ldpe,film,rvm historical,2018,0,
ldpe,film,rvm historical,2019,0,
ldpe,film,rvm historical,2020,0,
ldpe,film,rvm historical,2021,0,
ldpe,film,rvm historical,2022,0,
ldpe,film,rvm historical,2023,0,
ldpe,other,historical data for la collected,2014,0.378153,
ldpe,other,historical data for la collected,2015,0.384204,
ldpe,other,historical data for la collected,2016,0.388583,
ldpe,other,historical data for la collected,2017,0.36809,
ldpe,other,historical data for la collected,2018,0.357432,
ldpe,other,historical data for la collected,2019,0.377737,
ldpe,other,historical data for la collected,2020,0.40777,
ldpe,other,historical data for la collected,2021,0.413408,
ldpe,other,historical data for la collected,2022,0.391955,
ldpe,other,historical data for la collected,2023,0.391955,
ldpe,other,wmc historical,2014,0.575847,
ldpe,other,wmc historical,2015,0.569795,
ldpe,other,wmc historical,2016,0.565417,
ldpe,other,wmc historical,2017,0.58591,
ldpe,other,wmc historical,2018,0.596568,
ldpe,other,wmc historical,2019,0.576263,
ldpe,other,wmc historical,2020,0.54623,
ldpe,other,wmc historical,2021,0.540592,
ldpe,other,wmc historical,2022,0.562045,
ldpe,other,wmc historical,2023,0.562045,
ldpe,other,littering rate historical data,2014,0.04,
ldpe,other,littering rate historical data,2015,0.04,
ldpe,other,littering rate historical data,2016,0.04,
ldpe,other,littering rate historical data,2017,0.04,
ldpe,other,littering rate historical data,2018,0.04,
ldpe,other,littering rate historical data,2019,0.04,
ldpe,other,littering rate historical data,2020,0.04,
ldpe,other,littering rate historical data,2021,0.04,
ldpe,other,littering rate historical data,2022,0.04,
ldpe,other,littering rate historical data,2023,0.04,
ldpe,other,rate to illegal collection,2014,0.006,
ldpe,other,rate to illegal collection,2015,0.006,
ldpe,other,rate to illegal collection,2016,0.006,
ldpe,other,rate to illegal collection,2017,0.006,
ldpe,other,rate to illegal collection,2018,0.006,
ldpe,other,rate to illegal collection,2019,0.006,
ldpe,other,rate to illegal collection,2020,0.006,
ldpe,other,rate to illegal collection,2021,0.006,
ldpe,other,rate to illegal collection,2022,0.006,
ldpe,other,rate to illegal collection,2023,0.006,
ldpe,other,rvm historical,2014,0,
ldpe,other,rvm historical,2015,0,
ldpe,other,rvm historical,2016,0,
ldpe,other,rvm historical,2017,0,
ldpe,other,rvm historical,2018,0,
ldpe,other,rvm historical,2019,0,
ldpe,other,rvm historical,2020,0,
ldpe,other,rvm historical,2021,0,
ldpe,other,rvm historical,2022,0,
ldpe,other,rvm historical,2023,0,
other,bottle,historical data for la collected,2014,0.378153,
other,bottle,historical data for la collected,2015,0.384204,
other,bottle,historical data for la collected,2016,0.388583,
other,bottle,historical data for la collected,2017,0.36809,
other,bottle,historical data for la collected,2018,0.357432,
other,bottle,historical data for la collected,2019,0.377737,
other,bottle,historical data for la collected,2020,0.40777,
other,bottle,historical data for la collected,2021,0.413408,
other,bottle,historical data for la collected,2022,0.391955,
other,bottle,historical data for la collected,2023,0.391955,
other,bottle,wmc historical,2014,0.575847,
other,bottle,wmc historical,2015,0.569795,
other,bottle,wmc historical,2016,0.565417,
other,bottle,wmc historical,2017,0.58591,
other,bottle,wmc historical,2018,0.596568,
other,bottle,wmc historical,2019,0.576263,
other,bottle,wmc historical,2020,0.54623,
other,bottle,wmc historical,2021,0.540592,
other,bottle,wmc historical,2022,0.562045,
other,bottle,wmc historical,2023,0.562045,
other,bottle,littering rate historical data,2014,0.04,
other,bottle,littering rate historical data,2015,0.04,
other,bottle,littering rate historical data,2016,0.04,
other,bottle,littering rate historical data,2017,0.04,
other,bottle,littering rate historical data,2018,0.04,
other,bottle,littering rate historical data,2019,0.04,
other,bottle,littering rate historical data,2020,0.04,
other,bottle,littering rate historical data,2021,0.04,
other,bottle,littering rate historical data,2022,0.04,
other,bottle,littering rate historical data,2023,0.04,
other,bottle,rate to illegal collection,2014,0.006,
other,bottle,rate to illegal collection,2015,0.006,
other,bottle,rate to illegal collection,2016,0.006,
other,bottle,rate to illegal collection,2017,0.006,
other,bottle,rate to illegal collection,2018,0.006,
other,bottle,rate to illegal collection,2019,0.006,
other,bottle,rate to illegal collection,2020,0.006,
other,bottle,rate to illegal collection,2021,0.006,
other,bottle,rate to illegal collection,2022,0.006,
other,bottle,rate to illegal collection,2023,0.006,
other,bottle,rvm historical,2014,0,
other,bottle,rvm historical,2015,0,
other,bottle,rvm historical,2016,0,
other,bottle,rvm historical,2017,0,
other,bottle,rvm historical,2018,0,
other,bottle,rvm historical,2019,0,
other,bottle,rvm historical,2020,0,
other,bottle,rvm historical,2021,0,
other,bottle,rvm historical,2022,0,
other,bottle,rvm historical,2023,0,
other,ptt,historical data for la collected,2014,0.378153,
other,ptt,historical data for la collected,2015,0.384204,
other,ptt,historical data for la collected,2016,0.388583,
other,ptt,historical data for la collected,2017,0.36809,
